bedrooms,bathrooms,square_feet,location,year_built,garage,has_pool,property_type,num_floors,has_basement,price,price_category
4,4,3503,Harlem,2010,1,1,House,2,0,1182731,High
6,4,3408,Harlem,1990,1,0,House,1,1,1189193,High
2,2,3326,Staten Island,1984,1,1,Apartment,1,0,853503,Medium
2,2,1494,Staten Island,2014,1,0,Condo,3,0,612679,Low
2,3,1865,Brooklyn,1990,0,1,Condo,1,1,764843,Low
2,3,2927,Brooklyn,1983,1,0,Apartment,3,1,908650,Medium
5,3,3071,Brooklyn,2017,0,1,Apartment,1,1,1066436,High
2,2,962,Harlem,2018,1,0,Apartment,1,1,535965,Low
4,3,3668,Brooklyn,2000,1,0,Condo,2,0,1154212,High
5,4,2373,Staten Island,2015,0,0,Apartment,1,1,868355,Medium
2,2,3977,Queens,2007,0,1,House,1,1,1003919,High
1,1,2340,Brooklyn,1987,0,0,Apartment,1,0,640543,Low
3,2,913,Bronx,1999,0,0,Apartment,3,1,529837,Low
3,3,2136,Staten Island,2022,1,1,House,2,1,837632,Medium
3,2,2306,Manhattan,2000,1,1,Apartment,2,0,887016,Medium
5,3,3838,Queens,2014,1,0,House,1,1,1188648,High
2,3,3417,Staten Island,2022,1,1,Condo,2,0,906820,Medium
6,1,1686,Brooklyn,2011,0,1,Condo,1,0,900775,Medium
6,1,871,Harlem,2015,1,0,Apartment,3,0,715948,Low
6,4,1660,Bronx,2020,0,0,Condo,1,1,829054,Medium
5,3,3687,Manhattan,1984,1,0,Apartment,1,1,1207685,High
4,2,2389,Queens,1983,1,0,Apartment,1,0,844205,Medium
1,1,2990,Brooklyn,1986,0,1,House,1,1,843095,Medium
1,1,2993,Staten Island,2013,1,0,House,3,0,723924,Low
3,3,2880,Staten Island,1999,1,1,Apartment,2,0,888430,Medium
3,2,1589,Queens,1986,0,1,Condo,1,0,682223,Low
6,1,3223,Bronx,2003,0,1,Apartment,2,0,999433,High
6,1,3063,Harlem,2000,0,0,Condo,1,0,1002909,High
3,2,1504,Brooklyn,1988,1,1,House,2,1,805234,Medium
2,1,2914,Queens,1998,0,0,Condo,3,1,778759,Medium
4,2,3644,Queens,1999,0,0,Apartment,2,0,944980,High
4,3,3997,Staten Island,2007,1,1,Condo,2,0,1142704,High
4,1,1343,Queens,2011,0,0,Condo,3,0,634127,Low
4,3,1510,Manhattan,2013,1,1,Apartment,2,1,895740,Medium
3,2,3090,Manhattan,1995,0,0,House,1,1,979119,High
1,3,3207,Brooklyn,2017,1,0,Apartment,1,1,862787,Medium
3,3,2485,Queens,1996,0,1,House,3,1,948284,High
4,3,2345,Staten Island,1990,0,1,Condo,3,0,869000,Medium
3,4,2723,Harlem,1983,0,0,House,3,1,959989,High
4,2,846,Brooklyn,2019,0,1,Condo,1,0,645406,Low
5,2,2451,Bronx,2019,1,1,House,2,1,984697,High
6,2,3227,Staten Island,2021,0,0,Apartment,3,1,1027426,High
1,2,2960,Bronx,1997,1,0,Condo,1,0,763981,Low
5,2,1175,Brooklyn,1985,1,1,Apartment,2,0,762909,Low
2,1,2215,Manhattan,2011,1,0,Apartment,1,1,791797,Medium
3,1,2990,Staten Island,1984,0,0,House,2,0,791814,Medium
2,1,3362,Harlem,1994,0,0,Apartment,3,0,821021,Medium
3,3,1805,Staten Island,1995,0,0,House,3,0,741236,Low
6,3,1583,Brooklyn,1996,0,1,House,1,0,942817,High
5,2,3373,Staten Island,2016,1,1,Condo,2,1,1068917,High
6,4,3279,Staten Island,2022,1,1,Apartment,1,1,1132743,High
4,2,3046,Brooklyn,1994,1,1,Apartment,2,1,1005560,High
6,1,3912,Queens,2014,0,0,Apartment,1,0,1101464,High
6,2,3361,Brooklyn,1987,1,0,Apartment,2,0,1105282,High
4,3,1523,Staten Island,2014,1,0,House,3,1,788822,Medium
3,2,891,Harlem,2015,1,0,House,1,0,593094,Low
4,1,2701,Harlem,2006,1,1,Apartment,2,0,899842,Medium
5,2,3816,Brooklyn,1993,1,0,House,1,0,1165008,High
6,3,1979,Staten Island,2002,0,1,House,1,1,884510,Medium
4,4,3630,Bronx,1999,1,1,Apartment,2,0,1090594,High
6,1,3124,Bronx,1985,1,0,House,2,1,1033092,High
5,2,621,Manhattan,2003,1,0,Apartment,1,0,697715,Low
2,3,1915,Brooklyn,2002,1,0,Condo,1,1,718589,Low
5,1,3907,Brooklyn,2015,1,0,House,2,0,1192636,High
1,1,1652,Bronx,1991,0,0,Condo,3,0,533092,Low
1,3,3342,Bronx,1981,1,0,Condo,1,0,821797,Medium
1,2,2561,Bronx,2006,0,1,Condo,1,1,702557,Low
6,2,2807,Harlem,2011,0,0,House,2,1,1061851,High
3,2,1509,Harlem,2008,0,1,Apartment,1,0,633018,Low
3,1,1129,Manhattan,2019,0,1,Apartment,3,1,691326,Low
3,4,700,Manhattan,2019,0,1,Condo,1,0,687082,Low
6,1,1913,Queens,2012,1,1,Condo,1,0,853496,Medium
5,2,3844,Harlem,2008,1,1,Condo,1,0,1148995,High
3,1,2990,Brooklyn,2012,0,0,Condo,3,0,876208,Medium
2,4,2551,Manhattan,2015,0,0,House,3,0,915955,Medium
1,1,2501,Staten Island,1996,0,0,House,3,0,667893,Low
5,3,1178,Brooklyn,1989,0,1,Condo,2,0,826880,Medium
1,2,1814,Queens,1980,1,1,House,2,0,682532,Low
3,2,1389,Bronx,2022,1,1,Condo,3,1,689164,Low
5,2,1966,Queens,1996,0,0,Apartment,2,1,801539,Medium
4,1,3492,Brooklyn,2021,1,0,Condo,2,1,1034666,High
2,1,2772,Bronx,2007,0,0,House,1,1,759324,Low
3,1,2231,Queens,2017,1,0,Apartment,2,1,752376,Low
3,2,3537,Queens,2015,0,0,House,2,1,949139,High
2,1,3316,Brooklyn,2006,1,0,House,1,1,930194,Medium
2,2,1983,Manhattan,2022,1,0,House,1,0,792043,Medium
4,1,1102,Staten Island,2016,0,0,Apartment,2,0,551451,Low
3,2,772,Queens,2004,0,0,Condo,1,1,518883,Low
6,3,1486,Staten Island,2013,1,0,Apartment,3,0,771347,Medium
3,1,2017,Harlem,1982,0,1,Apartment,1,0,702086,Low
1,2,2767,Harlem,2008,0,1,House,2,0,823595,Medium
5,3,872,Brooklyn,2014,1,1,Apartment,2,0,754817,Low
5,3,2009,Brooklyn,2022,0,0,Apartment,3,0,858531,Medium
1,4,3560,Manhattan,2020,0,0,House,2,0,994093,High
5,1,3523,Bronx,1989,1,0,Condo,1,1,1018748,High
2,2,1457,Staten Island,2017,0,0,Apartment,3,1,562284,Low
5,4,2510,Queens,2017,1,1,House,2,1,1086752,High
5,1,2557,Bronx,1980,1,0,Condo,1,1,873059,Medium
1,3,3990,Harlem,1980,0,0,Condo,1,1,972059,High
4,1,860,Harlem,2011,0,1,Condo,2,0,625457,Low
5,2,3952,Staten Island,2001,0,1,Condo,2,1,1127438,High
6,3,1952,Staten Island,1998,1,0,Apartment,2,0,855512,Medium
5,4,1747,Bronx,2014,0,0,Apartment,2,1,780551,Medium
4,1,2099,Bronx,1985,1,1,House,1,0,802971,Medium
1,1,877,Manhattan,2013,0,1,Apartment,2,1,551832,Low
4,4,2740,Queens,1994,1,1,Apartment,1,0,996371,High
1,1,3606,Queens,2021,0,1,Apartment,1,0,833681,Medium
2,1,1422,Queens,1982,1,0,Condo,1,0,547541,Low
1,1,2775,Harlem,2016,0,0,Apartment,2,0,663528,Low
2,3,1131,Harlem,2001,0,0,House,1,1,618927,Low
2,3,3420,Bronx,2008,1,1,Apartment,3,1,983953,High
1,2,766,Manhattan,1993,1,0,Condo,2,0,562259,Low
6,1,1430,Brooklyn,2009,1,0,House,3,1,911918,Medium
3,2,835,Manhattan,1994,1,1,Condo,2,1,696018,Low
1,3,1655,Harlem,2008,1,0,Apartment,2,0,595996,Low
5,1,1854,Bronx,1993,1,1,House,3,0,838672,Medium
6,2,790,Manhattan,1982,0,1,Condo,2,1,846578,Medium
6,1,3304,Bronx,2001,1,0,Condo,2,0,1041187,High
5,1,1212,Staten Island,2012,0,0,Condo,1,1,637147,Low
3,4,2131,Staten Island,2002,1,0,Apartment,2,0,744539,Low
6,2,2902,Brooklyn,1986,1,1,Apartment,3,0,1124779,High
2,3,3950,Harlem,1999,1,1,House,3,1,1113385,High
3,2,2323,Staten Island,1986,1,1,Condo,2,0,779688,Medium
5,2,1572,Brooklyn,1996,1,0,Condo,1,1,792800,Medium
3,2,3727,Queens,2011,0,1,House,3,0,1061028,High
1,4,1248,Bronx,1994,0,1,Condo,2,0,553370,Low
3,1,705,Queens,1992,1,1,Apartment,2,1,552956,Low
2,3,2204,Queens,1982,0,0,Apartment,3,1,723163,Low
1,4,791,Brooklyn,2004,0,1,House,1,1,587618,Low
4,3,1602,Bronx,2011,1,1,Condo,1,0,772796,Medium
5,4,1901,Brooklyn,1995,1,1,Apartment,3,0,980917,High
5,1,2167,Manhattan,1980,1,0,Apartment,3,0,906671,Medium
3,3,2822,Queens,1982,0,0,Condo,3,0,914589,Medium
6,2,2393,Bronx,1999,1,0,House,3,1,954054,High
1,4,1234,Queens,2007,0,1,Apartment,1,1,543506,Low
4,3,684,Manhattan,2001,0,0,Apartment,3,0,654553,Low
1,1,2611,Harlem,2015,1,0,Condo,1,1,735991,Low
5,3,3595,Manhattan,2020,0,0,House,1,1,1170618,High
1,4,1327,Harlem,1980,0,1,Apartment,1,1,643173,Low
4,1,3887,Bronx,1993,1,0,Condo,2,0,1029521,High
6,2,3685,Bronx,1994,1,0,Apartment,2,1,1175535,High
3,4,1660,Manhattan,2011,1,1,Apartment,2,1,885550,Medium
2,4,3698,Queens,1997,0,1,Apartment,3,1,1008200,High
1,1,2287,Staten Island,2017,1,0,Apartment,2,1,609171,Low
2,4,2199,Queens,2001,1,1,House,2,0,848268,Medium
5,3,669,Staten Island,1995,0,1,House,3,0,681662,Low
3,2,753,Brooklyn,1990,0,1,Condo,2,0,650771,Low
3,3,2061,Bronx,1986,1,1,Apartment,1,0,738167,Low
1,1,3412,Manhattan,1988,0,0,House,1,1,943324,High
6,4,2918,Brooklyn,1980,1,1,House,3,0,1194167,High
3,2,3188,Queens,2021,0,0,Condo,3,1,957909,High
1,1,2619,Staten Island,1987,0,0,Condo,1,1,666802,Low
1,3,1697,Harlem,1990,0,1,Condo,3,1,672355,Low
2,4,1170,Bronx,1984,1,0,House,3,0,641077,Low
3,4,748,Staten Island,2008,0,1,Apartment,3,0,575262,Low
1,1,2657,Queens,1985,0,0,Condo,3,1,711439,Low
2,3,3291,Queens,1991,0,1,House,1,0,899783,Medium
4,4,2709,Manhattan,2022,1,1,Condo,3,0,1095036,High
2,3,2011,Brooklyn,2018,0,0,Apartment,2,0,724027,Low
2,2,2518,Bronx,1986,1,1,Condo,3,1,823796,Medium
1,4,1373,Manhattan,1991,1,1,House,3,1,806806,Medium
5,2,2353,Staten Island,2012,1,0,House,1,0,842025,Medium
5,4,3903,Brooklyn,1998,1,1,Condo,2,0,1288019,High
6,1,2471,Bronx,2015,1,1,Condo,3,0,947775,High
5,4,3175,Staten Island,1998,0,1,Apartment,3,1,1026173,High
2,4,2173,Bronx,2000,0,0,Condo,1,0,656720,Low
6,3,2312,Bronx,1998,1,0,Condo,3,1,949098,High
1,3,3092,Harlem,2022,1,1,Apartment,3,0,870934,Medium
3,2,1944,Harlem,1988,0,1,Apartment,3,1,777315,Medium
2,2,1706,Brooklyn,2001,0,1,Apartment,1,1,730556,Low
2,2,616,Harlem,1998,1,0,Apartment,3,1,497021,Low
6,4,3016,Staten Island,2016,1,0,House,2,0,1097417,High
1,4,2291,Harlem,1990,1,1,Condo,3,0,793383,Medium
4,2,3331,Manhattan,2004,1,0,House,1,1,1122285,High
2,1,3555,Manhattan,2014,0,0,Condo,2,1,974654,High
4,1,1182,Manhattan,1984,1,0,House,1,0,767825,Medium
4,4,854,Bronx,2010,1,1,House,3,0,762044,Low
5,1,3103,Queens,1993,1,0,Condo,3,0,1022425,High
1,1,3290,Brooklyn,1992,0,0,House,1,1,845787,Medium
4,2,1160,Manhattan,2013,1,1,Apartment,3,0,803721,Medium
1,1,3180,Brooklyn,2013,1,1,House,2,0,893188,Medium
5,1,2015,Harlem,1997,0,1,House,1,1,877864,Medium
1,4,919,Bronx,1985,1,1,Condo,3,0,587631,Low
2,4,819,Brooklyn,2021,1,1,House,2,1,698336,Low
4,4,1298,Manhattan,2000,0,0,House,3,0,856795,Medium
1,1,2037,Manhattan,2019,1,0,House,3,1,810394,Medium
3,2,631,Bronx,1984,1,0,House,1,1,565898,Low
1,3,1314,Bronx,1981,0,1,House,2,1,574392,Low
4,4,3401,Staten Island,1985,1,0,Condo,2,0,1015415,High
5,4,1639,Bronx,1987,1,1,Apartment,2,0,821871,Medium
5,4,1008,Queens,1981,1,1,Apartment,3,1,818446,Medium
4,2,3475,Queens,2002,1,0,Condo,3,0,991857,High
2,3,2820,Manhattan,1999,0,1,House,1,0,982876,High
2,3,3850,Harlem,1983,1,0,House,1,1,1016766,High
5,4,1535,Bronx,1994,0,0,Condo,3,0,770190,Medium
5,1,1727,Queens,2009,1,0,Apartment,3,1,748668,Low
4,4,1940,Queens,1999,1,0,House,2,1,835555,Medium
2,4,1306,Staten Island,2003,1,0,Condo,3,0,611331,Low
5,1,3623,Harlem,1988,1,0,House,2,1,1103700,High
2,1,1382,Harlem,2000,1,0,Apartment,1,1,542480,Low
5,4,1804,Bronx,2017,0,0,House,3,0,830549,Medium
1,2,2779,Staten Island,2020,1,0,Apartment,3,1,750419,Low
3,2,3310,Harlem,1992,1,0,House,2,1,1001246,High
6,1,1778,Harlem,1984,0,1,Condo,1,1,871108,Medium
1,4,3006,Brooklyn,1993,0,1,Apartment,3,0,892374,Medium
6,2,1858,Staten Island,1986,1,0,House,2,1,846570,Medium
5,4,3407,Harlem,1985,0,1,Apartment,3,0,1097702,High
3,4,764,Brooklyn,1991,1,0,Condo,1,0,665095,Low
3,4,3364,Brooklyn,1995,1,0,House,2,1,1117948,High
5,2,3074,Harlem,2011,1,0,Condo,2,0,1029558,High
5,3,3324,Bronx,2021,0,1,Apartment,2,0,1032148,High
2,4,3135,Brooklyn,1990,1,1,House,1,0,998735,High
5,2,812,Brooklyn,1983,0,1,Condo,2,0,736750,Low
4,3,2548,Staten Island,2008,0,0,Apartment,1,0,823601,Medium
5,1,1365,Bronx,2013,0,0,House,3,0,715460,Low
4,2,2804,Bronx,1988,1,1,Condo,3,0,931788,Medium
5,3,3746,Brooklyn,1989,1,1,Apartment,2,1,1239646,High
2,2,3082,Staten Island,1987,1,0,House,3,1,881740,Medium
4,3,1801,Staten Island,2015,0,0,Condo,3,0,752558,Low
1,3,2419,Staten Island,2011,0,0,House,3,1,691289,Low
4,2,3489,Staten Island,1985,1,1,House,2,0,999767,High
2,1,1244,Manhattan,1985,0,1,Condo,2,1,667335,Low
6,4,2260,Harlem,2006,0,1,House,1,0,1057542,High
4,3,2959,Brooklyn,1981,0,1,Condo,3,1,1063101,High
5,4,2455,Brooklyn,1988,0,1,House,1,0,1003450,High
5,1,726,Brooklyn,2017,0,0,Apartment,1,1,619470,Low
6,4,976,Bronx,1984,1,0,Condo,3,1,799262,Medium
2,4,824,Bronx,2013,1,0,Condo,1,1,586664,Low
3,2,3688,Staten Island,1993,1,1,Apartment,2,0,968741,High
5,2,1096,Harlem,1989,1,1,Condo,3,0,775649,Medium
1,1,2616,Bronx,1986,1,1,House,3,1,829883,Medium
2,2,1072,Queens,1999,0,1,Condo,3,1,588618,Low
4,3,2488,Brooklyn,1990,0,1,House,2,0,1000865,High
4,1,3982,Brooklyn,1992,1,0,House,1,0,1082799,High
1,2,1760,Manhattan,1996,1,1,Condo,2,0,742009,Low
5,2,3122,Manhattan,2016,1,1,Condo,1,1,1135492,High
2,1,816,Queens,2015,1,0,Condo,2,0,494613,Low
1,3,795,Manhattan,2012,0,1,Apartment,2,0,568064,Low
5,1,2848,Harlem,1989,1,1,Condo,3,0,1033774,High
2,2,965,Staten Island,2013,0,0,Condo,2,1,516900,Low
4,2,3366,Staten Island,1992,1,0,House,2,1,979685,High
2,1,2151,Brooklyn,2004,0,1,Condo,1,0,734297,Low
6,3,3047,Staten Island,2012,1,0,Apartment,1,0,998285,High
3,3,2148,Manhattan,1989,0,0,House,2,1,862697,Medium
2,4,3237,Queens,2003,1,0,House,3,1,971382,High
3,3,813,Harlem,1984,0,0,Condo,3,0,590407,Low
2,1,2988,Staten Island,1989,1,1,House,1,0,799914,Medium
3,3,3606,Brooklyn,2018,1,0,House,1,0,1022971,High
6,3,718,Brooklyn,2006,0,0,Condo,3,1,791126,Medium
4,4,2316,Harlem,2015,0,0,Condo,1,1,874059,Medium
5,3,3483,Manhattan,2012,1,0,Apartment,1,0,1124747,High
3,4,1441,Staten Island,2007,1,0,Apartment,1,1,629225,Low
6,4,3514,Manhattan,2019,0,1,Condo,3,1,1320268,High
3,3,2272,Brooklyn,2022,0,1,House,3,1,896402,Medium
4,2,1802,Queens,1982,0,0,Apartment,2,0,716497,Low
3,1,2055,Staten Island,2010,1,0,Apartment,1,1,681980,Low
6,1,2343,Queens,2008,0,0,Condo,2,0,859484,Medium
6,3,1544,Harlem,2021,1,1,House,2,0,934904,Medium
1,1,3049,Staten Island,2000,0,0,Apartment,2,1,718144,Low
4,1,3530,Brooklyn,2011,0,0,Condo,1,0,969086,High
1,4,1165,Staten Island,2007,1,0,Condo,3,0,557521,Low
4,2,3750,Brooklyn,2000,1,1,House,1,0,1165802,High
3,1,3071,Bronx,2014,0,0,Condo,3,1,870425,Medium
6,2,717,Brooklyn,2009,1,0,Condo,1,1,750282,Low
1,1,967,Brooklyn,1996,1,1,Condo,3,0,596963,Low
3,2,1729,Harlem,2008,1,1,Apartment,2,1,753480,Low
6,2,3776,Staten Island,1981,0,0,House,1,0,1072832,High
4,1,3974,Queens,2012,1,1,Condo,3,1,1094753,High
6,4,3277,Brooklyn,1983,1,0,Condo,2,1,1220636,High
3,2,2517,Staten Island,2018,0,0,House,2,1,775090,Medium
1,2,2795,Brooklyn,2004,0,0,Apartment,2,0,746879,Low
1,1,2489,Manhattan,1984,1,0,House,2,0,784444,Medium
6,2,2797,Manhattan,1983,0,0,Apartment,3,0,1080659,High
3,2,1415,Manhattan,2008,1,0,Condo,3,1,772019,Medium
2,4,2903,Manhattan,2016,1,1,House,2,0,1011685,High
4,2,2729,Queens,1987,0,0,Apartment,2,1,898292,Medium
4,4,2663,Harlem,1999,0,1,House,2,1,1002515,High
3,2,1500,Brooklyn,2020,1,1,Condo,2,0,749868,Low
2,2,792,Manhattan,1985,1,0,Apartment,2,1,606936,Low
1,4,3370,Staten Island,2015,0,0,Condo,1,1,840819,Medium
5,4,1697,Manhattan,2011,0,0,House,3,1,1001772,High
5,3,3948,Bronx,1984,0,0,Condo,3,0,1139316,High
3,2,1684,Bronx,2019,1,1,House,1,1,718205,Low
2,4,3620,Harlem,1999,0,0,House,3,1,1034737,High
2,2,1550,Queens,1983,1,0,Condo,2,0,614009,Low
4,2,3183,Bronx,2018,1,1,Apartment,3,1,1006462,High
1,2,2990,Staten Island,2001,0,0,House,2,0,734564,Low
6,1,3042,Manhattan,2012,0,0,House,3,0,1117317,High
2,3,1542,Bronx,2010,1,0,Apartment,1,1,607141,Low
6,1,857,Bronx,2020,0,1,Apartment,3,1,672062,Low
5,3,1821,Queens,2008,1,0,Apartment,2,1,835972,Medium
6,2,2700,Bronx,1984,0,1,Condo,1,1,991300,High
1,2,1250,Manhattan,1989,1,0,Apartment,2,1,643435,Low
1,4,2918,Harlem,1990,1,0,House,3,0,888605,Medium
6,3,2848,Harlem,2016,1,1,House,1,1,1139259,High
3,3,995,Harlem,2001,1,0,Condo,2,1,662339,Low
2,1,3025,Brooklyn,2003,0,0,Condo,3,0,877507,Medium
3,3,2514,Manhattan,2000,1,0,House,1,1,972187,High
6,2,3323,Bronx,2015,1,1,House,3,0,1141018,High
2,4,3182,Bronx,1995,0,1,House,1,1,948570,High
4,1,1522,Bronx,1981,1,0,Condo,3,1,691170,Low
3,4,3759,Queens,1994,0,0,House,1,1,1078673,High
3,3,997,Staten Island,2020,1,1,House,2,1,636465,Low
6,3,1805,Manhattan,2005,0,0,Condo,3,0,1004481,High
5,1,3514,Harlem,2009,0,1,House,3,0,1102116,High
6,3,1906,Bronx,1981,1,0,House,3,1,936667,Medium
3,4,1160,Brooklyn,2008,1,1,Apartment,1,0,708054,Low
2,2,789,Queens,1985,0,0,House,1,0,483493,Low
5,1,804,Staten Island,1980,0,1,Apartment,3,0,599466,Low
6,3,3615,Bronx,2019,1,0,Condo,1,1,1134710,High
6,4,643,Harlem,1990,1,0,Condo,2,0,735823,Low
3,2,1603,Manhattan,2002,1,1,Apartment,3,1,825907,Medium
3,3,3971,Brooklyn,2005,1,1,House,2,0,1158036,High
4,1,3666,Harlem,2010,0,0,Apartment,3,1,1000913,High
6,3,3287,Queens,1994,0,0,Condo,3,1,1126780,High
3,3,3641,Manhattan,1988,0,1,House,3,1,1205425,High
1,3,3348,Manhattan,2013,0,0,House,2,0,966367,High
5,2,2305,Queens,2018,1,0,Condo,1,0,856399,Medium
1,2,1902,Manhattan,1996,0,0,Apartment,2,1,747463,Low
5,3,1312,Brooklyn,2014,1,1,Apartment,2,0,844753,Medium
6,3,3284,Brooklyn,2015,1,1,Condo,2,0,1248845,High
4,1,3451,Manhattan,1982,1,1,House,3,0,1152354,High
3,3,910,Bronx,2019,1,1,Condo,1,0,590541,Low
3,4,1477,Manhattan,1990,1,1,House,1,1,921616,Medium
3,4,1456,Bronx,2007,0,0,Apartment,1,1,685721,Low
6,1,2921,Manhattan,2007,0,0,Apartment,1,0,1077775,High
5,2,2155,Harlem,1998,0,0,Apartment,2,1,876612,Medium
3,3,1130,Staten Island,1981,1,1,Apartment,1,1,609605,Low
1,1,616,Brooklyn,2011,0,0,Condo,2,0,392067,Low
3,2,3365,Manhattan,1990,1,1,Apartment,2,1,1072037,High
6,1,3701,Brooklyn,1995,0,0,Condo,1,1,1140206,High
4,2,1069,Queens,1990,0,0,Condo,1,0,586092,Low
1,3,1410,Staten Island,1982,1,0,Condo,2,0,508639,Low
3,1,1927,Bronx,2021,1,1,House,1,0,705783,Low
3,3,1154,Queens,2008,0,1,Apartment,3,0,653174,Low
2,1,2740,Staten Island,1984,1,0,House,1,0,724844,Low
5,2,1481,Queens,2007,1,1,House,1,0,805358,Medium
1,1,3225,Brooklyn,2010,1,1,Condo,3,1,943240,High
2,4,3278,Harlem,1992,0,0,Apartment,1,0,899239,Medium
4,4,1420,Staten Island,2004,0,1,Condo,1,1,762968,Low
5,1,1183,Queens,1985,0,1,Apartment,1,0,640562,Low
1,4,1445,Bronx,1982,1,0,House,1,1,602523,Low
3,3,3833,Staten Island,2001,1,1,House,1,0,1040409,High
1,4,2596,Staten Island,2020,1,0,Condo,1,0,699988,Low
3,4,1441,Queens,2018,1,0,Apartment,3,0,686163,Low
5,3,2975,Harlem,2011,1,1,Condo,1,0,1064196,High
3,3,2404,Manhattan,2009,0,0,Condo,3,0,937720,Medium
4,2,1329,Bronx,1986,0,0,House,2,1,660132,Low
6,3,853,Bronx,2004,0,0,Condo,2,0,697755,Low
3,1,2063,Queens,1981,1,1,Condo,3,1,786501,Medium
4,4,3218,Harlem,1987,0,0,Apartment,1,0,997956,High
6,2,3191,Brooklyn,2012,0,0,Apartment,3,0,1078629,High
5,3,1450,Brooklyn,2007,0,1,Apartment,3,0,840346,Medium
5,4,2767,Manhattan,1989,1,0,Condo,3,0,1134803,High
1,1,3622,Manhattan,2017,1,0,Apartment,3,0,905443,Medium
4,1,1421,Queens,1997,0,1,Condo,3,0,723291,Low
4,2,3161,Harlem,1992,0,0,Apartment,1,1,941721,High
2,1,2172,Brooklyn,2000,0,1,Apartment,2,1,726871,Low
2,4,1578,Bronx,2012,0,0,Apartment,3,1,644626,Low
6,3,2744,Harlem,2002,1,1,Condo,1,0,1094348,High
6,1,1470,Brooklyn,1980,0,0,House,3,0,785104,Medium
2,3,1993,Harlem,2019,1,1,House,3,0,811581,Medium
6,4,856,Queens,2000,0,1,Condo,3,0,812429,Medium
3,4,727,Brooklyn,1984,1,1,Condo,2,0,730208,Low
2,3,1982,Staten Island,2014,1,0,House,1,0,647124,Low
4,4,1779,Queens,1997,1,1,Condo,1,0,838345,Medium
3,2,2704,Staten Island,2017,0,1,Apartment,3,0,807655,Medium
6,1,3229,Harlem,2015,1,0,House,1,0,1116104,High
5,2,2571,Queens,2008,1,0,Condo,2,1,959329,High
1,2,1155,Bronx,2005,0,1,Condo,3,1,566794,Low
2,2,3371,Queens,2015,0,0,House,3,1,938728,Medium
5,3,3300,Queens,2017,1,1,Condo,3,1,1106305,High
6,3,3747,Queens,1997,1,1,House,3,1,1286056,High
4,4,2805,Queens,2008,0,1,Condo,3,1,1040224,High
1,3,684,Manhattan,2010,0,1,Condo,1,0,610183,Low
5,4,921,Staten Island,2021,1,1,House,2,1,773068,Medium
1,3,2956,Queens,1992,0,0,House,3,0,776621,Medium
2,4,2153,Queens,2009,0,1,Apartment,2,1,775977,Medium
6,1,883,Harlem,1986,1,0,Condo,3,1,739028,Low
4,4,3713,Manhattan,2019,0,1,Condo,1,1,1222815,High
6,1,3650,Brooklyn,1985,1,1,House,2,1,1288627,High
1,4,2517,Harlem,1981,0,1,Apartment,2,1,807657,Medium
5,3,2781,Harlem,1987,0,1,House,3,0,1043486,High
2,3,1213,Manhattan,1989,0,0,Condo,3,1,696384,Low
2,1,3296,Manhattan,2022,0,1,House,2,1,1008573,High
6,2,2027,Manhattan,2001,0,0,Condo,1,1,957198,High
5,2,2116,Harlem,1989,0,0,Condo,3,0,835030,Medium
5,4,3893,Harlem,2014,1,0,House,3,0,1234228,High
1,3,828,Queens,1998,0,1,Condo,3,1,552635,Low
6,2,2429,Manhattan,1983,1,0,Condo,3,0,1039760,High
6,3,3645,Manhattan,1998,0,0,Apartment,2,1,1235991,High
3,3,1929,Harlem,2020,0,1,Apartment,2,0,797965,Medium
6,3,2532,Harlem,1999,0,1,Condo,3,0,1007690,High
2,4,718,Manhattan,1983,0,1,Condo,3,0,674066,Low
1,1,3585,Queens,2005,0,1,Condo,1,0,859243,Medium
5,4,2971,Bronx,1982,0,1,Apartment,3,0,1025207,High
6,2,1520,Bronx,2009,1,1,Condo,1,1,838126,Medium
1,1,2806,Brooklyn,2015,1,0,Apartment,1,1,771742,Medium
6,2,2886,Queens,2020,0,0,Apartment,3,1,976289,High
5,1,3043,Harlem,1985,1,0,Condo,3,1,992016,High
4,1,919,Manhattan,2018,0,1,Apartment,3,0,713753,Low
5,4,3860,Manhattan,2006,1,0,Condo,1,0,1270877,High
5,3,2956,Manhattan,1995,1,0,House,2,0,1116379,High
5,3,2896,Bronx,1995,0,1,House,1,1,1053311,High
6,1,3185,Harlem,2015,1,1,House,3,0,1129841,High
3,4,1300,Manhattan,2013,0,1,House,1,1,812980,Medium
5,2,3041,Manhattan,2018,0,1,Condo,2,1,1140751,High
2,2,3299,Bronx,2003,1,0,House,2,0,880249,Medium
2,3,1617,Manhattan,2018,0,1,Condo,1,1,759307,Low
1,3,1005,Brooklyn,1985,1,0,Condo,1,1,537003,Low
3,2,3647,Harlem,1999,0,0,Condo,3,1,1006166,High
1,2,1804,Staten Island,1988,1,0,Condo,2,1,564884,Low
2,4,2668,Brooklyn,2000,1,1,Condo,1,1,943526,High
2,2,2298,Queens,1990,1,0,Apartment,1,0,706796,Low
4,4,2206,Brooklyn,2009,0,0,House,1,0,864524,Medium
5,3,754,Brooklyn,1980,1,0,Apartment,1,0,688355,Low
2,2,2451,Bronx,2006,1,1,Apartment,3,1,830974,Medium
6,3,1466,Queens,1985,0,0,House,3,0,847465,Medium
6,1,1158,Harlem,2022,1,0,Condo,1,1,745286,Low
